message,spam label,smishing label
Guday  hw av u bn? As a plan 2 actualize our preptn 2wards d FYB Snt4t,0,0
Gudday blvd  as d day forges ahead,0,0
Gudday blvd  & hw av u bn,0,0
Gudday blvd  & hw av u bn,0,0
Gudday blvd  & hw av u bn,0,0
Gudday blvd  & hw av u bn,0,0
BRING UR FLASH TO SCHOOL TOMOROW. DR ODULATE,0,0
WE SELL cheap MTN data 4 all ur devices & gadgets..250MB-#400500MB-#750750MB-#10001GB-#120Its nt a cheat Contact MyT enterprise 08135216800,0,0
check out the latest laptops Softwares & games from our office. @no2 camp alabata road Funaab  beside brightcafe Funaab Ogun state.   MyT ENTERPRISE,0,0
vikky I cnt just express my feelins d news is seriously shockin me till now,0,0
2.65E+14,0,0
As d nw mont blosoms  may your jorney of life b fragrant with new oportunities,0,0
As d nw mont blosoms  may your jorney of life b fragrant with new oportunities,0,0
9064458851130.  ukulu jane.    gtb,0,0
diwo ma sis pls I really nid ur hlp financially.I dnt av any kobo on me nt even cash to buy kerosene to cuk.pls just hlp me wt any amt even if it is #500.   my system is also givin me problems,0,0
diwo ma sis pls I really nid ur hlp financially.I dnt av any kobo on me nt even cash to buy kerosene to cuk.pls just hlp me wt any amt even if it is #500.   my system is also givin me problems,0,0
Gudam&hw r u feelin nw?Pls take gud care of urself.sori i didnt call 2 ask last nite.wish u a quick recovery&a splendid day.,0,0
Jane am doomed baba return 507;509.ayemi ti baje jane!!!,0,0
Attend 5 HOURS WITH GOD on Sat 12/07/2014  7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle,0,0
Attend 5 HOURS WITH GOD on Sat 12/07/2014  7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle,0,0
Attend 5 HOURS WITH GOD on Sat 12/07/2014  7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle,0,0
Attend 5 HOURS WITH GOD on Sat 12/07/2014  7am-12noon. Theme FROM GLORY TO GLORY. Ministering: Psts Adenle,0,0
This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,0,0
This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,0,0
This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,0,0
This is 2 inform u that there wld b a female football training on tuesday @sport centre by 3pm in oda 2 grow our team 2wards inter-collegiate. COLERMSA SPORT ,0,0
M,1,0
Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,1,1
M,1,0
SAMSON,1,0
M,1,0
Y'ello! You have successfully updated your STATE OF ORIGIN and you have received N400 MTN2MTN call usable btw 10pm-5pm  expires 25/Jun/2013. Thank you.,1,1
OSUN,1,0
Y'ello! Your SIM registration information is incomplete  kindly reply this text with your STATE OF ORIGIN (e.g Lagos,1,1
OSUN,1,0
OSUN,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
OSUN,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
OSUN,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
OSUN,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
OSUN,1,0
osun,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
osun,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
Y'ello! This information is already captured. Dial *559# to view your bonus. Thank you.,1,1
M,1,0
Y'ello! You have successfully updated your MOTHER'S MAIDEN NAME and you have received N400 MTN2MTN call usable btw 10pm-17pm  expires 05/Jun/2013. Thank you.,1,1
SAMSON,1,0
Sorry  you have responded with an invalid entry for MOTHER'S MAIDEN NAME. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.,1,1
M,1,0
Y'ello! You do not have any pending request. Thank you.,1,0
01 10 1992,1,0
Y'ello! You have successfully updated your RESIDENTIAL ADDRESS and you have received N400 MTN2MTN call usable btw 10pm-17pm  expires 04/Jun/2013. Thank you.,1,1
ODEOMU; OSUN STATE,1,0
Sorry  you have responded with an invalid entry for RESIDENTIAL ADDRESS. Kindly send a valid answer to receive your bonus. SMS is Free. Thank you.,1,1
M,1,0
Y'ello! You have successfully updated your DATE OF BIRTH and you have received N400 MTN2MTN call usable btw 10pm-17pm  expires 03/Jun/2013. Thank you.,1,1
01 10 1992,1,0
Sorry  you have responded with an invalid entry for DATE OF BIRTH. Kindly send a valid answer dd/MM/yyyy to receive your bonus. Thank you.,1,1
M,1,0
Get the callertune  U go kill me remix by Sarkodie ft wizkid,1,0
EPL Is Here Again. Text Sport to 35241 For Sport News Update. Cost N100/30days,1,1
Join the winning team now & enjoy unlimited instant airtime when you answer 3 question in the Brain-Wave game. Text WAVE to 5032 to get started now. N10/SMS and stop to unsubcribe,1,1
Nigeria's 100 years!Celebrate with us &you can win the 'Nigeria Centenary 100 Million Naira Mega Jackpot'!Send WIN to 35777 and participate now!N100/SMS,1,1
Gud eveni sir,0,0
As God adds another year to your years may God increase you on all sides and may you live a fruitful and fulfilled life. HBD sir,0,0
Gud evng ma,0,0
Gud day sir,0,0
Its true dat u r prayerful.Thank God for ur life,0,0
caleb08XXXXXX00 bukunmi081XXXXXXX00 adeoye 081XXXXXX81 tosin07XXXXXX98 feranmi08XXXXX20 olayinka08XXXXXX22 Olasupo08XXXXXX27 Modupe08XXXXXXX61,0,0
Gud evng ma,0,0
Today..in less than 2 hours,0,0
dear leader..prepare 2 attend ds prophetic edition of KINGDOM ROUNDTABLE.ds Sat|8am@the Eden,0,0
gud pm omo olojo ibi oni,0,0
hapi birthday in advance,0,0
Sorry,1,0
GLOFT GameloftOrder P7JH96GB3PFB8MKQR8F1HSE6MVVGEGJ4T1TF9KCA70S624PP8HV53EE7RC====== ,1,0
D typ of ur previous laptop dey. 40k hoc,0,0
Check out WhatsApp Messenger for your smartphone. Download it today from https://whatsapp.com/dl/,0,0
Check out WhatsApp Messenger for your smartphone. Download it today from https://whatsapp.com/dl/,0,0
The Lord will bless u indeed and make all things easy at dis time for u,0,0
Acct: ******1594Amt: NGN31,0,0
Dear Odulusi,0,0
Acct: ******1594Amt: NGN150.00 CrDesc: TRANSFER BETWEEN CUSTOMERS-USSD GTBank Transfer from : 08134703563  from AKANBI JOSHUA OLALEKAN  to  ODULUSI,0,0
Its a grt day indeed dat ppl wil cme 2geda2wish u wel,0,0
Dear Customer,1,0
Dear Customer,1,0
Healthwise,0,0
Happy birthday bro,0,0
This is 2 inform us that there wil b an emergency sitting 2moro 20th feb 2016 @ d congress hall sub by 10am. Clerk,0,0
Dis is 2 inform us dat our inaugural sitting 4 d 2015/2016 legislative yr is cumin up on d 17th feb,0,0
There are three things life brings us: tears,0,0
I wanna use dis medium 2 tel u DAT u mean a lot 2 me. I love u ...Hapi Valentine's day,0,0
EDUCATION ON THE GO! Get education on the-go,1,0
YOUR OWN RADIO Listen or dedicate music,1,0
Make calls to EVERYONE in Nigeria @ 11k/s & @ 20k/s to US,1,0
BEST DATA OFFER from Glo! Get 4.5GB of internet for just N2500 valid for 30 days. Chat,1,0
As you add anoda year,0,0
Gudmornin 2u oh comrade of d Cross. Ao was our night? trust it was revealing? It is well.=>Sorry 4 dis short notice.But i bliv u wl undastnd.=>Dea is goin 2b a prayer metin on Saturday 4 All d evang.sec and dea Asst.Time:-10am. 20/02/2016Venue:- BSF centre@gate.SHALOM! 4rm: ICJCF EVANG.UNIT,0,0
Dear MR ODULUSI,0,0
This is a home line 01XXXXXX94,0,0
Please call me. Strengthen your faith as you fast with Amen Praise. Text  026077 to 4100 as your callertune at N50/Month.,0,0
Gud evng ma,0,0
Gud evng ma,0,0
Gud evng ma,0,0
Gud evng ma,0,0
Plz,0,0
Gud afternoon ma,0,0
Gud pm. Aw has ur day been? Dis is to remind u of d bible study preview wc will take place tomorrow on our land. D time is 6:00pm. Pls let's b punctual. Shalom,0,0
08xxxxxx96...ZHORD,0,0
Gud day Blvd,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Dear sir/ma,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
Ikede Pataki!!! Eyi ni lati  ran gbogbo awa omo egbe  dirama leti wipe ipade wa ni dede ago kan osan oni fun igbaradi lati ye awon akeko ti ile-mawuko si ni ola,0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
"Yes!!! Anoda gr8 opotunity has cum 2wrk in His vineyard. We r 2prayafuli prepare 4a ministratn dt goes inline wit""D VESSEL OF LIGHT""as we luk forward 2welcum dose in mawuko on sunday(feb14). PLZ",0,0
Ungrateful bitch,0,0
"Waheed Kashi posted: ""ur friendship is made of Gold that will..."". https://fb.com/l/1KsWytlMmRucZ9d Reply with your comment or ""like"".",1,1
"Jesugbemi Omoniyi wants to be friends on Facebook.Reply ""1"" to confirm or go to: https://fb.com/l/2959E9pBadzgup6 ",1,1
Gud evenin fellow Hons.....dis is 2 inform u dat SRA inaugural sitting is cumin up on wed. 17/02/15 by 1pm @COLENG AUD......plz b punctual,0,0
CONGRATS ! Your 200% BONUS account credited with N75.00 valid till 22/02/2016.To check bonus dial #122*2#.,1,1
Your recharge was successful. Dial *600# and get BACK DOUBLE whatever you use today FREE TOMORROW to browse,1,1
On your main balance,1,0
beloved..D pathway 2 kingdom effectiveness is UNITY..prepare 2 attend KINGDOM ROUNTABLE.feb 20..8am@the eden,0,0
:p ,0,0
Dear Customer,1,0
She said she has sent d form just now dat u shud PLEASE  fill it b4 2moro morning. Tnx a lot sir,0,0
Gud aftanu sir,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Gud morng,0,0
Odulusi Gbenga Peter,0,0
Odulusi Gbenga Peter,0,0
Cunlexie@hotmail.com,0,0
Dear Honourable Colleague,1,0
Gud morng sir,0,0
Gud morng sir,0,0
G-312106 is your Google verification code.,1,1
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
CONGRATULATIONS! JUST RECHARGE TODAY AND TALK FOR FREE! DEAR 7015509728  YOU'VE JUST BEEN SELECTED TO GET INSTANTLY 100% FREE CREDIT! RECHARGE NOW!,0,0
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
CONGRATULATIONS! JUST RECHARGE TODAY AND TALK FOR FREE! DEAR 7015509728  YOU'VE JUST BEEN SELECTED TO GET INSTANTLY 100% FREE CREDIT! RECHARGE NOW!,0,0
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
CONGRATULATIONS! JUST RECHARGE TODAY AND TALK FOR FREE! DEAR 7015509728  YOU'VE JUST BEEN SELECTED TO GET INSTANTLY 100% FREE CREDIT! RECHARGE NOW!,0,0
CONGRATULATIONS! JUST RECHARGE TODAY AND TALK FOR FREE! DEAR 7015509728  YOU'VE JUST BEEN SELECTED TO GET INSTANTLY 100% FREE CREDIT! RECHARGE NOW!,0,0
Airtel Service just got closer as our mobile service bus will be at Ilaro-28th Aug  Ijebuode-29th Aug & Abeokuta-30th Aug. Get ur Andriod bundles and awoof recharge with plenty giveaways!,0,0
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
100% FREE credit! Dear customer  just recharge today & talk for free! Your number 7015509728 has been selected to get INSTANTLY 100% FREE airtime! Recharge NOW!,0,0
